Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Summary,Text,Sentiment,Timestamp
258566,B004I7JPIE,A3LMW085GNBGQU,Josef Nemec,0,0,5,Wow...,"This stuff is phenomenal.  If you like the REAL sugar taste, this is your drink.  I am an avid cola drinker, and before this came out I was a Coke fan, but now I have jumped on the throwback bandwagon.  No filmy taste left in your mouth, just a smooth refreshing drink (and no high fructose corn syrup!).  Definitely worth the price, and i'd be willing to pay a premium for this...",positive,2012-04-26
549246,B004728MI4,A1B05INWIDZ74O,M. A. Ramos,0,0,3,Prefer other flavors,"I took one and said good Russet potato chip but I found that the flavoring was subtle for my taste, a bit oily and overcooked. It may be because I am use to eating their great tasting <a href=""http://www.amazon.com/gp/product/B000G6Q4GM"">Kettle Chips Spicy Thai, 2-Ounce Bags (Pack of 24)</a>. Or perhaps because all the chips in the bags I received were overcooked and that overpowered the seasoning. It is obvious the chips are flavored, but if I did not read the bag I would never have thought it had Cheddar flavor. And I love New York Cheddar. The flavoring included Parmesan, Cheddar, Blue Cheese, garlic and other spices. A good chip even when overcooked, but I do not plan to buy them again.",positive,2008-06-11
287980,B000WVZUK2,ACIMEQK0296GQ,"Poppie ""Ken's girl""",0,0,5,Love this chocolate,"I found this chocolate in NYC, but did't find them anywhere in my hometown. So I decided to buy them online. Yum.",neutral,2008-04-28
108089,B007TJGY46,A1BJ0Y00E5CUWO,Brett,0,0,3,Alright,"In no way would I consider these k-cups having a bold flavor. In fact, I usually have to use two of them on the espresso setting to get any enjoyable flavor from them.  If I were you I would stick with the Donut Shop k-cup as it has a more natural coffee shop taste.",positive,2012-01-06
167481,B0001FR0BQ,A1XBQ4NO450EDQ,Frank C.,0,0,5,Love the Taste,"Some people describe this drink as bitter but I don't think so.  It's one of the most refreshing drinks you can have. Yes, it has an interesting taste to it but I never found it to be too harsh.  I buy it here in the states from local Italian deli's and sometimes I buy the red one as well.  But the San Pellegrino Chinotto is truly an Italian classic.",positive,2012-09-03
352146,B0044395BO,A50KAJUAR401S,"JR ""JR""",0,0,4,very tasty choice,"the frozen goma wakame seaweed salad is very tasty product which i use as a side to seafood dishes, just thaw product out and you need do nothing else, i threw some sesame seeds on top of the seeds already in there. it shipped with a reusable sealed container (plastic) for refreezing. this is very similar to the wakame i have had in restaurants and adds color if appearance is important to your dish.",positive,2012-10-07
14906,B000DZKKKC,A2QTVR7IMJ8YW3,Karissa,2,2,5,This cookie mix is amazing,"I recently found out that I was allergic to Wheat, Gluten and Milk and I love baking, so I was very excited when i found Pamela's Chocolate chip cookie mix. My friends didn't even notice the difference! This is a wonderful mix so good and easy. I highly recommend this mix!",positive,2010-11-29
447059,B000JZ9TEE,ARU2H2PYTNCAX,e_j_buster,3,70,1,even worse than expected,"Everybody seems to believe that Snickers are awesome.  But I just don't see it.<br /><br />Up until recently, I had never tried a Snickers bar.  But unfortunately, I lost a bet with my friend (Walter).  Otherwise, I would never have eaten a Snickers bar.<br />Now that I have eaten a Snickers bar, I can say with absolute conviction that they taste awful.  I recommend Ding Dongs or Ho Hos.",neutral,2009-04-19
37903,B000F6SNPS,A12MVVDKHK1QA0,Jon,4,8,1,Artificial Flavor!,"Bought this tea only to find out that the third ingredient is Artificial Flavor, even though the front of the box has the word ""Natural"" on it and the packaging certainly gives the appearance of a natural product.  I called Good Earth and spoke to the manager of consumer affairs to find out what chemical they were putting into the flaver.  Guess what.  That information is proprietary.  Guess the artifical chemicals they are pumping into their tea are bad enough that they won't even relase that information to their consumers.  Shame on you GoodEarth!<br /><br /><a href=""http://www.amazon.com/gp/product/B000F6SNPS"">Good Earth Original Caffeine Free, Tea Bags, 18-Count, Boxes (Pack of 6)  [Amazon Frustration-Free Packaging</a>]",positive,2010-07-27
108541,B000LRH7BW,A1VF766ZEHMZ9F,"Thomasina ""Thomasina""",0,4,3,Too salty,"I love roe of any kind, but this one is just way too salty. I soaked it in water and then drained, but it`s not the same.I want to add that I did not use it to make taramasalata, but as a topping for crackers.",neutral,2010-05-11
371177,B005CIAEZG,A32ESA80DFQ8LE,juatin wilcox,1,1,5,blast off,"ok its preety self explainatory  caffine powder with stieva( a plant based sweetner)  the stevia  almost made me not buy it  (bad experiance)  how ever i really wanted this product real bad i was searching caffine related products on facebook and ran across blast powder  and i must say im sure glad that i did . i absolutely love blast powder its 300 mg of pure caffine thats like about 3 cups of coffee in a little sweet heavenly lil package. so amazing  i would recoomand like blast powder does as well putting it into oj or my personal fav diet mountain dew or something like that,it does have a bitter taste on its own due to the stevia however its not too terrible.  once youput it into a drink and mix it up well its more then great. no crash for sure  like the batterry bunny go and go and go  i highly reecomend  blast powder",positive,2011-08-13
433983,B003CG1698,ACU1MBQ7T5YL0,"Cynthia C. Eberhardt ""CCEber""",0,0,5,We love Sprout!,"I was disappointed to see the low rating on this product, I had to give my two cents.<br /><br />We opened a pouch of sweet peas & beans last night.  My son wanted no part of it.  He would not open his mouth.  Today, we tried it again.  He devoured it.<br /><br />He's our first baby and it seems that every meal, every food is hit or miss.  Like us I think he might just not be in the mood for it, or maybe wants something else?<br /><br />No matter the reason, I love the Sprout pouches.  I've tasted each one and they are much better than some other baby foods.  I also make some of my own baby food and mine lack flavor diversity.  So Sprout is a good way to get him into new foods.",positive,2010-12-08
348630,B000E46GFA,A1K2K0TC7SCUBB,Allison L. Paul,0,0,4,Great breakfast if you're trying to stay gluten free,"I used to buy the peanutbutter ones, but recently found out I'm allergic to peanuts.  I used to spread peanutbutter on them for breakfast with a cup of coffee - quick and easy, and GF.  I've now switched to the chocoate and cashew butter, and this works just as well.  Don't love these plain, I gotta put something on them!",negative,2012-05-02
437441,B001EO5RLI,A9DEJPKP3FVML,Edward A. Klein,0,0,5,Wonderful cereal,"Nature's Path Organic Flax Plus Multibran Cereal is absolutely the best there is.  It has full bodied flavor, crunch, and multiple health benefits from the flax, the whole grains, and the Omega 3s.  I have heart disease and the Omega 3s are essential for my health.  We eat this cereal frequently, using homemade yogurt instead of milk and adding seasonal fruit as a topping.  Yum!  Amazon's price is equally amazing, significantly lower than anything we can find in our area and, with Amazon Prime, it is a steal.  Five stars are not enough!",positive,2009-09-06
238786,B000633RJC,AJNJNA093JUW0,Jane Tompkins,0,0,1,McDonald's for Dogs-- Worst Dog Food Ever,"When I read that this was the fast food McDonald's of dog food, I brushed it off as an over exaggeration. I even saw a whole page, maybe a yahoo answers where a woman said she was giving puppy chow to her dog, and EVERYONE like 12 people WENT IN, and told her it was the worst food any dog could have and to change as soon as possible.... long story short, they were 100% right.<br /><br />I got a new toy poodle puppy and started him off on this b/c I thought it was what he had been getting before. I promise you within 24-48 hours of him eating this stuff his coat quickly started deteriorating and dulling out, it looked sparser thinner and he looked kinda crazy actually, lol, and his eliminations/poo was dark black and hard as a rock. I could literally see a change in the health look of my dog. After a few days, I ended up buying some Pedigree for puppies (which most closely looked like the sample food he was sent with) and within 24-36 hours he started looking healthier, his coat was whiter, his eliminations/poo looked a lot healthier-- a brownish color and softer.<br /><br />Puppy Chow is GARBAGE (especially for breed that have long coats of hair). Pedigree is in the exact same price point, but SO much better for your puppy. Until I find my little boy the perfect higher end food to eat he'll get Pedigree Puppy Complete.<br /><br />Do not ever buy your puppy Purina Puppy Chow. It's the food for puppy millers and strays... just really really really really bad stuff.",positive,2012-01-01
450644,B00439BEYU,A3SZ6163PYDUK8,"Mr. Vegan ""Mr. Vegan""",8,8,5,"Good Stuff, good price","I recently bought this at Costco, and really liked it.  It is a nutty grain, has a nice consistency, a chewy texture.  It cooks 3 cups water to one cup of grain.  You cook it somewhat like rice, but can drain off excess water.  I have not tried other brands, but this one seems inexpensive (3 lbs for 16 dollars as opposed to 1.1 for 8 dollars on Amazon) compared to other brands.<br /><br />I enjoy cooking it and putting uncooked vegetables on top with various sauces, as well as using it as a side dish.  You can use it as a rice substitute, and I have also used it in salads and have incorporated it into my wheat bread.",positive,2011-01-22
413640,B0026KPDG8,A2CDMX49G757H3,D. Goolsby,0,0,5,Best chips EVER,"So my cafe at work switch to a bunch of chips I don't like and some Popchips.  Then they added these sweet potato chips and they're the only ones I buy now.  The sad thing is that these are hard to find at stores.  You'll find plenty of the other Popchip flavors, but not the sweet potato.  So I broke down and bought a box.  I went with the 3-ounce version because the price per oz was lower than the smaller bags.  These bags aren't TOO big, and I just use a clip on them to keep the air out after they're opened.",negative,2012-05-13
250081,B0029NII3C,A26JYIPTHH25VC,Moto,0,0,5,A cat delicacy,My Kitties(Tuffy and Silki) LOVE this stuff. They will eat other food they are less fond of if I put a tablespoon of this on it. It's got to be the all time fave!,positive,2012-03-11
281906,B00469SFBC,A1N44F2VXUW0QZ,TV and movie fan,0,0,5,Best coffee around!,"This is great coffee and very affordably priced.  Jacobs is very rich but smooth and mellow, not bitter like so many coffees.  Some friends sent it to me from Belgium years ago and I have been hooked ever since.  Not available in grocery stores the price on Amazon is great.  My son is in the military and can get it at the commisary and the Amazon price is the same.",positive,2011-05-23
534149,B001EO77FC,A2OAGPCQ39Z08T,MK-48,0,2,3,Don't know why,I don't know why this got such good reviews but my Yorkshire really doesn't like it. He likes Iams more than this and it's cheaper.,positive,2012-02-16
227036,B000SAPXWC,A91BK8S5QH98K,CelticWomanFanPiano,16,16,5,Delicious!,"I wholeheartedly recommend this most delicious tea.  I started drinking herbal teas for the health benefits, but this tea is so good I would drink it whether or not I were health conscious.  The Rosehips come in a bulk form (i.e. they aren't in little tea bags), but I've discovered that does not affect the making of the tea at all.  They just sink to the botton and it is easy to drink.  The taste is very much what one would expect of an herb that is so rich in Vitamin C, which is  a taste I have to admit, I love.  The taste is pure and and delicious.  I definitely recommend this one!",positive,2008-07-09
149991,B003M60K54,A1IAPAG0S4R0K0,P. MacDonald,0,0,5,Best cat food ever?,Wow if i knew how much cats would love this stuff i would have been feeding it to any and all of my cats long ago.  You would think it was wet food the way my kitty chows it down.  I got it because he had gingivitus and i had to spend quite a bit to have his teeth worked on.  The vet told me his teeth are still looking nice and clean a few months later!,positive,2012-06-19
532462,B000VTRI32,A37IL03PPA9SLW,S. Lamarsky,2,2,5,Just what my dogs needed!,"I was feeding both of my dogs 1st- Costco Brand food.  Next moved to IAMS.  My dogs had so much gas it was CRAZY!  Wellness CORE stopped the gas completely.  Their energy levels have risen too. One of my dogs was always scratching, she had stinky breath, was really gassy- she has a more sensitive system then the other dog. This dog food fixed everything.  I can hardly believe it. I will always buy my sweet dogs Wellness CORE from now on!",positive,2011-03-23
436552,B000CQ01JW,A26295YMUZXKVC,"Mandi ""scout""",5,6,4,Pretty good and a great deal,"This is good, but, be warned, to make it correctly, you need a decent whisk (sorry if that's spelled wrong) or else your cheese sauce will not thicken.",neutral,2006-08-20
18755,B000JTWBGI,A3KNWAKAHJMV8J,Bubbaq,0,0,5,Good stuff,This is a vital ingredient in my BBQ sauce. Great flavor and consistency at a good value. Thank you for a great deal on some wonderful product.,positive,2012-01-16
155896,B000F9Z1UA,AVGI1X11PA1IK,Kedith Stephens,1,2,5,Best Pie Crust Made,"Honey Maid Graham Cracker Crust are the best choice for taste, freshness and texture! They will stay crisp longer with your filling than any other Pie Crust.",positive,2011-04-10
191972,B000Q5X876,A2106GE8NG8ZJ0,MOM,0,0,4,some flavors are great,It's a great way to get organic fruit!! ALL the flavors except the sour apple were loved by all my grandchildren and me.  No one liked the sour apple.  Next time I'll order  boxes with one flavor at a time.,positive,2010-02-06
265414,B000FL521G,A3V34OHDTA34IH,Michael L. Jones,0,0,5,wholesome and sweet,Watching my sugar intake is easy with Organic Blue Agave sweetner.<br />It's a natural for tea and on my morning oatmeal. I prefer it over<br />sugar and honey.,positive,2009-10-17
498995,B000NMHYO0,A1ISJ51CZPKXTU,Autumn in jeans,0,0,5,"If you like hot cinnamon candy, these are the best","Just like I remember them from childhood. The only downside is that they didn't come in the awesome packaging pictured here. They came in a very flimsy tall rectangular plastic box, with an equally flimsy lid. Personally I love these candies. Currently using them as a way to stop smoking (gum works well, but these are just awesome - who needs cigarettes when your mouth is on fire from these babies?) Final thoughts - I love them, will buy again (though I have also gotten a better jar for holding them at home)",positive,2011-07-07
81586,B001EQ4RBM,A12RKYH699SOC3,J. Yang,1,1,5,Perfect Snack,"I love these almonds - they are the perfect snack, you don't need to eat a lot to feel satisfied. Also, since they have a lot of flavor, you feel ""mouth-satisfied"" as well. The wasabi is not too hot (actually I wish it were just a little hotter) and the soy just adds a little bit of saltiness. I recommend these if you like wasabi peas but want something with more nutritional value.",positive,2009-01-21
481707,B000G6STQK,A2DWN8DUMQ94X8,"M. Weston ""muscle girl""",1,1,5,good,"This salsa is yummy, but still not hot enough for my Dad...  still searching for that one!",positive,2007-03-29
479419,B000AQJRWG,A2YN5F7KIO2L6M,"C. Keasler ""diet slave""",4,13,1,Tofu Shirataki Noodles,Do not bother to purchase these noodles. They are the worst thing I have ever tasted. They are like eating rubber bands. They should be on Fear Factor.,negative,2006-03-25
532780,B003E5IQW2,A9PFDNR8HVEYB,BT,0,0,3,Strong and bitter,"This tea is much more bitter than other Stash black teas. I brew using the ""moon brew"" method, leaving the bag in the pitcher in the fridge overnight. I use a 4 quart pitcher so it is not an issue of too little water. I recommend brewing for less than 5 hours to ensure less bitterness.",neutral,2012-06-25
198520,B000FVBYCW,A3PJSAXKHJLS1E,"C. Evans ""CJ Evans""",1,1,5,"A great product, you must try!","I study plants and I am into alternative healing.  I learned about Mullein a number of years ago and found that it's very useful for sinus, cold and flu issues.  Often times I have treated many of my friends with it to help them get back to feeling well.  This particular brand is high quality and good medicine.  I highly recommend buying this tea as we all need to get away from Western medicine as much as we can when other opportunities are out there.  The idea is to stay in balance and not get extremely sick by using products like this early on when symptoms first start developing.  I think you will find this product very useful and effective.<br /><br />*  Please note: Do not mix to many herbs and or prescriptions medicines as they can counteract and amplify the strength or effect of the meds or herbs.",positive,2012-10-18
169095,B000FBOA5K,A1NVOJODWWJBA1,"L. Cunneff ""fitness""",0,0,5,5 stars for health value!,"I discovered these crackers when I was on the East Coast and was trying to find something besides whole wheat.  I try to eat whole grains.  I was shocked when I saw the fiber content for two crackers at 7 grams and only 60 calories!  I put peanut butter and banana on these crackers and it tastes great!  I don't know how much I would enjoy these crackers on their own.  They probably taste like cardboard (kind of look like it too!).  So I would highly recommend putting something on them - hummus, cheese, peanut butter, etc.",positive,2008-09-25
427950,B003KRHDMI,A2G36SU798T9WZ,jedi755,0,0,5,as promised...,"This is perfect, holds tons of K cups and looks great.  Spins nice and easy.  Not much too it but it works as advertised!",positive,2012-01-13
165218,B000EVG8J2,A2C0SYDL7YZGMX,"Teresa M. Cook ""gluten-free patron""",1,1,5,Chocolate Vanilla Glutino Wafers,"These are the best gluten-free cookies that I have ever tasted.  They are as good as the regular wafer cookies (or better!).  The only problem is that in shipment (during the summer months) the chocolate all sticks to the paper and the container that the cookies are in.  If they could be put on ice packs for shipment, they would get to the customer in much better shape.",positive,2007-09-17
314533,B001ONTM3I,A1EZAZTJJO6XYW,Marc Richardson,1,1,5,"180-calorie, good taste and protein supply",These bars are slightly less calories than slim-fasts bars and typically provide a bit more protein.  I use them in combination with some fruit or dairy for breakfast or as a larger snack mid-morning or mid-afternoon.  The yogurt covering adds to the good taste and makes the bar filling and satisfying.  Subscribe and save to make the price very reasonable and shipping convenient.,positive,2011-08-20
462337,B003S9C79C,A1PPKVJ0Y4DLFE,"V. Haines ""Aryel Nyght""",0,0,5,My cats best friend,"I was looking for a cat food without grains, and read the reviews on this line of cat food. So I took a chance and ordered it hoping my cats would like it. YES they do. I have 2 male cats one 12 yrs and one 7 yrs. The 7 year old has IBS and vomits most cat food up. He has not vomited this up once. (YEAH!) My older cat eats this and leaves most of the Fancy Feast I put in their bowls. I am so glad I found this as I believe that the grains and fruits they put in cat food is not good for them.",positive,2011-05-16
370248,B000ZSZ5S4,A1TMAVN4CEM8U8,Gunner,2,2,5,My 10th favorite flavor,"Diamond Almonds<br />Almonds are a good source of magnesium. One ounce contain approximately 20% of the RDA for an adult recommended dietary allowance (RDA)<br />Recommended Dietary Allowance (RDA) the amounts of selected nutrients considered adequate to meet the known nutrient needs of healthy people. The RDA is based on scientific knowledge and has been presented by a committee of the Food and Nutrition Board (FNB) of the National Academy of Sciences (NAS). The Canadian equivalent is the Recommended Nutrient Intakes. RDA is generally accepted throughout the world as a valid source of information. At least 40 different nations have as well as organizations have published standards similar to the RDA.<br /><br />Magnesium is the fourth most abundant mineral in the body and is essential to good health. Approximately 50% of total body magnesium is found in bone. The other half is found predominantly inside cells of body tissues and organs. Only 1% of magnesium is found in blood, but the body works very hard to keep blood levels of magnesium constant.<br />Magnesium is needed for more than 300 biochemical reactions in the body. It helps maintain normal muscle and nerve function, keeps heart rhythm steady, supports a healthy immune system, and keeps bones strong. Magnesium also helps regulate blood sugar levels, promotes normal blood pressure, and is known to be involved in energy metabolism and protein synthesis. There is an increased interest in the role of magnesium in preventing and managing disorders such as hypertension, cardiovascular disease, and diabetes. Dietary magnesium is absorbed in the small intestines. Are you taking enough magnesium in the diet? The recommended daily allowance is 300mgs/day for men, 350mgs for women. Magnesium is extremely safe by mouth - too much simply causes diarrhea. Try increasing the amount of magnesium you take by mouth until it causes diarrhea, then reduce the dose slightly so it does not. This is called taking magnesium to bowel tolerance (just like using vitamin C to bowel tolerance.<br /><br />Almonds are a good source of Fiber.<br />One ounce contains approximately 12% of the RDA for an adult.<br />So, in summary, Almonds are a very healthy snack, so what's left to say?<br /><br />Two things:<br />1st be cautious about ""bowel tolerance"" or ""happy bowels"" if you prefer.<br />2nd Taste.  I realize that taste is a personal thing.  That's why they make chocolate, strawberry, and vanilla.<br /><br />Here's my current favorites""<br /><br /> 1st Blue Diamond Dark mint dark chocolate (reminds me of the chocolate mint Girl Scout Cookies with less sugar).<br /><br />2nd Blue diamond Dark Chocolate Oven Roasted<br />3rd  Blue diamond Blue Butter Toffee<br />4thd Blue Diamond Almonds Bold Habanero BBQ (reminds me of  BBQ potato chips again with less sugar).<br />5th Bold Blazin Buffalo Wing<br />6th Blue Diamond Almonds Cinnamon Brown Sugar<br />7th  Blue Diamond Almonds Lime `n Chili<br />8th  Blue Diamond Almonds Smokehouse<br />9th  Bold Wasabi & Soy Sauce<br />10th Bold Salt & Vinegar<br /><br />But that's just me: you might have a completely different take on these flavors.<br /> 4th  and 5th are very close.<br /><br />Gunner<br />May, 2012",positive,2012-05-07
440119,B005ZBZLSU,A3GJLHTYZ9C152,"Ronald A. Holshouser ""MississippiRon""",0,0,5,great coffee,This is a bold coffee with a smooth taste. For the money it is the beet tasting c.offee I have found in the market .place. I love the easy storable sturdy box.,positive,2012-09-14
503112,B000VTTAMY,A2GJOYX2AOTHQD,Buck,1,1,4,Great product for dogs that can handle the high protein,"In short, our experience has been that this is awesome food for adult years.<br />Two dogs:<br />Male GSD on Core from five years old to 10-1/2 years old.<br />Female Rottie, On a mix of 1ea 26lbs bag Core and 1ea 35lbs bag Canidae All Life Stages formula  at five years old, still on it at seven years old.<br /><br />All dogs are different, so your results may vary.<br /><br />Took a bit more than 9 days for a smooth transition for the GSD, with a bit of loose stool during the transition (off Purina One).<br />The Rottie, had no problems, and made the switch in an easy 7 days.<br />For the GSD senior years, it is too much protein.<br />GSD eats about 2.5 cups a day.<br />Rottie eats over 4 cups a day.<br /><br />Fed Super-Mutt (the GSD) on this for about 7 years, until he was 10-1/2.  He did great on it for all that time.  Great coat, firm stool, easy to maintain weight, and great blood tests at his yearly check-ups.  We were extremely active, with daily runs and walks, play at the park, etc. But digestibility was always a bit on the low side. If I cut the volume of food down, he would loose weight before any noticeable decrease in stool size.<br />I could also use the kibble for training, as he really liked the flavor.<br /><br />My Girl Friend's Rottie is on a mix of this with Canidae All Life Stages.  She is a high drive, work-aholic! Honest, you would be hard pressed to find a more active dog.  She does amazingly well on this.  Stunningly beautiful coat, great digestibility, easily maintained weight.  She has been on this mix for about 2 years now, and she is seven.  No kidney issues with high protein, but we will watch as she ages. Her focus, and attention seems more rock solid too on this mix...<br /><br />At Super-Mutts yearly check-up (when he was 10-1/2) we noticed kidney functions were out of whack.  So as a test I switched him to a senior food (Chicken Soup for the Soul), this is much lower protein.  This change brought his kidney functions back to normal, and digestibility is better.  So he is enjoying his senior years on ""senior food"".<br />Hth,",positive,2012-09-11
553591,B001E6IULK,A2NWIBURBR217A,Mister0704,0,0,5,Great granola bar!,"I absolutely love these bars. Like the other review said it is gluten and dairy free which is hard to find these types of food that actually taste good! They may be a little high in fat and calories but they fill me up most days. They are a bit hard to bite into at times, but great on the go bar for breakfast. They do make quite the mess when eating in the car but that is easy to get over! Great for the price too.",positive,2011-04-18
152731,B0018CIPS8,A2JWH1GVJQMZ1H,Pamela Kearney,0,9,1,Cats wont eat it,My cats are very fussy.  But they'll eat Sams Members Mark brand food and walk away from this one.....  I thought that because they used to spend a lot of time out in the wild that they would like this but they dont.,positive,2011-04-09
274936,B00141OY4W,A1YCBKIKGJX4OJ,Tessa's Mom,1,1,5,Favorite treat,"These are my four dogs, two Pomeranians, two Shelties, absolute favorite treats. As soon as I go for the bag they dance around my legs with excitment and I can feel good that they are getting a healthy treat.",positive,2009-03-11
564813,B0018QLG9Y,A38A6G8HN8087E,Linda B,0,1,5,SCRUMPTIOUS!!!,"Carr's Ginger Lemon Creme cookies are the most delicious store-bought cookies I have ever tasted! The ginger and the lemon together is magic. The filling is good too and not overly sweet. It's the perfect blend of flavors and textures. The biscuit has a crunchy texture, yet tender enough so that when you bite into one it doesn't crack up and fall apart like most sandwich cookies.<br /><br />These cookies are made in Canada. I have found that your average grocery store baked goods from Canada are always superior to anything made here. (You can also find them at Walmart!)<br /><br /><a href=""http://www.amazon.com/gp/product/B0018QLG9Y"">Carrs Cookies, Ginger Lemon Creme, 7.05-Ounce, 3 Count  Box</a>",positive,2012-07-24
148493,B003JA5KLM,A1SXHGINVLL3AL,Jwat,0,0,5,My absolute favorite!,Have tried lots of different favors and this is by far the best.  Not too strong and no nasty aftertaste like some leave.  This is now the only flavor I buy!,neutral,2012-09-24
108553,B001SB5PKK,AQWME5WMHSA5,Andrew Milder,1,1,5,great whole wheat pasta,The bionaturae brand whole wheat is the best whole wheat pasta I've tried. I've bought both the fettucine and the spaghetti and both are recommended,positive,2011-09-21
171390,B000WFORH0,A3TPLK0JV6NKK6,M. Choi,6,6,5,Wellness is a great grain-free option,"I agree with Lizzie.  :)<br /><br />I purchase cases of the 12.5 ounce cans for my cats at the local mom and pop pet supply store.  It is the only brand that they consistently will eat that is grain free.  I have two cats that only eat wet food and use one 12.5 ounce can per day.  It's a great bargain compared to the smaller cans.  I would purchase it online if the cost with shipping was closer to what I pay at the local store.<br /><br />If you're trying to go GRAIN FREE or at least ALL WET FOOD for your kitties, do try Wellness.  I have tried nearly every type of grain free or lower grain or organic/natural canned cat food there is available; while my cats will eat some of the other stuff sometimes, they like Wellness the best.  I only feed them the plain Turkey and Chicken flavors, since they usually don't do too well with beef or seafood.<br /><br />(Note:  by grain free I mean no corn, wheat, or soy.  If you look at the ingredient list, there are sweet potatoes and other vegetables/fruits, so it is not just protein.)<br /><br />GO GRAIN FREE!  It's better for the kitties.<br />My 12 and 13 year old cats are shinier, healthier, and more active now that they've changed to this diet over the last year.  My fat cat lost weight and no longer has flaky skin.  They only throw up hairballs now instead of the frequent ""other"" vomits before.  And the diarrhea that was plaguing one cat for the previous two years has completely ended.  Solid, regular poops - believe me, it's a relief (yes, I know it's gross to talk about, but it's true!).<br /><br />I may take the final step to RAW DIET for them... haven't decided yet.  But at least I know on this food they are thriving.",positive,2009-11-12
357418,B005LURCAU,A3U2GD3NLNTX9,CCP,0,0,2,Didn't get what is pictured,"While I love the Wyler's Light Fruit Punch and have been purchasing the pictured package for years from Walgreens for $1.00 (no longer selling at Walgreens), I will not purchase this item through Amazon again.  Instead of the pictured cannister with 3 packets inside (1.01 oz), I received the boxes which contain 8 single servings (.71 oz).  Do not appreciate that I was sent a different item with less product in it--very deceptive.",positive,2012-07-20
199022,B000OQ2DJQ,AI6X086NYC9N2,MS,9,10,5,Great help to stop constipation,"I have been suffering from chronic constipation my whole life. Four to nine days of misery was my regular life. Nothing helped me for more than two times. A colleague of mine recommended me this product and since I tried it I'm very regular! It is not like the other products I tried (and I really tried a lot of them)that helped me just a couple of times and afterwards no effect anymore. In addition the frequent muscle cramps I use to have have disappeared. In summary I LOVE LOVE LOVE this product, I'm not going to stop taking it anymore!",positive,2011-05-25
305415,B0010UOGWM,A2Q2RH9GU0J9I5,Joe,3,6,1,Product not sealed,This product arrived and I found it a little odd that a liquid food product such as this is not encased in a cellophane shrink wrapping.  Then I opened the top and found that there was not even a seal across the top of the bottle.  I promptly threw the stuff out!,neutral,2011-09-07
60319,B001CCU8G6,A3KUC5K5VSJNU9,"Grranimal ""Fuerkraft""",1,1,5,"Great Colombian coffee - ""the standard""","Yes, so good even the Swiss Water process decaf version of these is totally delicious. Great flavor in a pod coffee. BTW, they fit just fine in the 2-cup holder if you just use another type of pod that's smaller like the excellent <a href=""http://www.amazon.com/gp/product/B001LQNUGI"">Baronet Coffee Organic Espresso Dark, Fair Trade, 18-Count Pods (Pack of 3)</a> which will give you a Starbucks Mocha type blend. Or  any Senseo Douwe Egberts pod with these will fit easily--actually if you just press down firmly before latching the top of the Senseo machine you can fit two of these in. Enjoy!",positive,2009-11-18
277211,B000VK8AVK,A3KR0FZONNLRBC,Valery Van Wicklen,0,0,4,Sour Cream Pop Chips,I've had these before and loved them!  This time I only like them!  Don't know why this is - maybe manufacturer changed recipe.  If so I wish they would go back to the original recipe as I liked them a lot more!,positive,2012-10-08
190860,B0000SXEOQ,A1G33IRDH6H7PX,"Susanne ""Sue""",0,0,4,Great dessert,"I really like this as a pie or tart.  I often add fresh berries as a topping.  When I use it for company it is always a hit.  So nice to have a sugar free, low fat dessert that really does taste good.",positive,2010-06-12
365903,B001ATOLJ6,A1FCW3F4Q2YW23,ang nc,0,0,5,katsu,"needed to find a katsu sauce as my local store stop carrying my old brand . found yhis at a great price and it has a woundrful taste , goes great on my pork katsu .",positive,2012-06-15
241175,B0009F46O2,A3EEL74918PNLP,"Johnny Fambro ""Rainbow""",2,2,5,Great Snack!,"First tasted these at the Ritz Carlton Resort at Lake Oconee and was blown away with the flavor.  A hot snack for parties, bar or all occasion for those that like hot foods.",positive,2007-06-26
141737,B003GTR8IO,A3T3S48UAVTUE9,"JanFla ""Martial Artist""",0,0,2,Starbucks Fusions Vanilla,"I anticipated the arrival of this product, but was quite disappointed when I tried it.  Althought a milder version of most of the Starbucks coffees, I couldn't taste a vanilla flavor in it.  There is barely a vanilla scent when you put your nose in the bag.  I wouldn't try another bag.",negative,2010-12-17
475781,B001CHJ09C,A2F1VG3Y2ECG09,S. pranivong,1,1,5,Excellent coffee,It is one of my favourite coffee so far.  It is perfect not too weak or strong.,positive,2009-04-04
124113,B001EQ54IM,A3EBHHCZO6V2A4,"Amaranth ""music fan""",3,7,4,The course of true espresso never did run smooth,"Starbucks' Caffe Verona is a perfectly romantic blend. It has the boldness of forbidden love,the warmth of passion, and the bittersweetness that's redolent of most Italian coffees. It's more of a wake-up blend than Starbucks' Morning one, for this recalls Romeo and Juliet awakening after the ardor of their wedding night <a href=""http://www.amazon.com/gp/product/0199535892"">The Oxford Shakespeare: Romeo and Juliet (Oxford World's Classics: the Oxford Shakespeare)</a><br /><a href=""http://www.amazon.com/gp/product/0792165055"">Romeo & Juliet</a><br /><br />Caffe Verona isn't a weak coffee. It's not like a tepid romance novel. It's strong enough for the early morning... and even works in a chili with unsweetened cocoa and <a href=""http://www.amazon.com/gp/product/B001SB2GGQ"">S & W, Bean Rr Santa Fe, 15.5-Ounce (12 Pack)</a><br /><br />Caffe Verona is bittersweet--like a good chocolate or forbidden passion. It's delicious!",positive,2010-03-04
